!I|NONE|NONE
!newmap|NONE|NONE
!tm2|324|979
flyctf_r13|NONE|NONE
flyctf_r6|NONE|NONE
flyctf_snowy-no-weapons|1238|3672
flyctf_snowy|1238|3672
flyctf_winter|NONE|NONE
flycw_r2|NONE|NONE
flyfast03|154|442
flyfast04|302|830
flying2LatteMacchiato-no-weapons|571|1578
flyway2blablabla|242|732
flyway2blocks|602|1960
flyway2doener-no-weapons|NONE|NONE
flyway2heaven-no-weapons|1114|3379
flyway2mirror|580|1728
flyway2nightmare|NONE|NONE
foot|62|172
foot_big|80|220
foot_big_unlimreal|85|174
foot_by_tsunami|36|90
foot_normal|44|122
football_ 7e995c4|44|122
football_big|66|148
forrest|544|1658
freestyle_a1|48|140
freestyle_a2(2)|41|117
fsnap|2828|8030
fun17|1109|3309
funny_blockwar|940|2860
get_to_700|68|184
gg2|904|2794
ghb|NONE|NONE
gigaligalive|292|928
goo.aptem2!|2415|4597
good_luck|NONE|NONE
good_luck_3|2634|7851
goodjoke|307|717
gp3|161|457
grass_map|308|936
grasscatch|1083|3281
graxos|535|1525
greenishort|76|233
gs|14|36
guaqamole|NONE|NONE
h|357|976
hallo|981|2937
hard2|2277|6995
hardcore|1889|5756
hardcore2|1900|5806
hardcore2_mod|1900|5809
hardcore5|NONE|NONE
hardcore_01|1889|5756
hardcore_2|1857|5669
hardcore_7204815c 2|1756|4877
hardcoreerocdrah|2028|6223
hdp_alone|NONE|NONE
hellows_ctf_winter_map|174|590
hellsing_winter|518|1611
hhdm2|506|1439
hi|NONE|NONE
hookly|0|0
hotrun2|1425|3636
hp|347|928
hp_island1_incomplete|322|1034
iAir+|425|1254
iMap Piko|2081|6265
iMap_Piko|2081|6265
iMap_Pikot|2081|6265
iair|425|1254
ice-cave|528|1580
ice_house|1608|4304
ictf_mini3|66|208
icywaters_ctf|286|899
ifirst|812|2248
ironcatch1|344|1093
ironcatch2|162|516
jat|124|337
jdm2|140|434
jeah2|NONE|NONE
jnrDM_mario_stones|666|2071
jokazman_I|33|61
jokazman_ii|347|942
ju|98|242
jungle_fever_goes_imba|262|772
junglecatch|772|2342
k|741|2191
kasak_7|NONE|NONE
kevdm|515|1665
killa4|1856|5498
knockknock|596|1806
ko2|171|493
koth1|1245|3808
koule 3|NONE|NONE
koule I|NONE|NONE
koule III|NONE|NONE
koule IX|NONE|NONE
koule V|NONE|NONE
koule VI ala dira |NONE|NONE
koule VIII|1146|3299
koule X|NONE|NONE
koule XI|611|1807
koule XIV|NONE|NONE
koule XVI|NONE|NONE
koule vi - x|NONE|NONE
koule-IX|NONE|NONE
koule-X|NONE|NONE
koule-XI|1289|3855
koule-v|NONE|NONE
koule3|611|1807
kouleI|NONE|NONE
kouleV|NONE|NONE
koule_III|NONE|NONE
koule_IV|2073|6120
koule_VI|NONE|NONE
koule_XIV|NONE|NONE
koule_XI_double|1289|3855
koule__13_|866|2626
koule__5_|NONE|NONE
koule__7_|NONE|NONE
koule_ii_|NONE|NONE
koule_iii_longer|NONE|NONE
koule_vi_ala_dira|NONE|NONE
koule_vii_mini|1881|5239
kouleshakes_III|NONE|NONE
kouleshakes_ii|NONE|NONE
ktm10|1228|3892
ktm5|840|2591
ktm5_monster|840|2591
kulnayamapa|439|1296
labyrienteee|NONE|NONE
lala_desert|236|734
ll2|NONE|NONE
lms1|158|492
logic|488|1560
lolol|840|2503
lolol5|1778|5335
lost'n'found|585|1687
lost-no-weapons|530|1574
lost-pro|700|2103
lost|652|1876
lost5|654|1886
lovely me|NONE|NONE
m28|NONE|NONE
m_Statue of Monsters|388|1122
map|389|1150
map2|550|1643
mapX2.4|1445|3780
mapX2.5.1|1455|3806
mapaRPG|720|2221
mapmitavasus|0|0
marathon|NONE|NONE
marik1_dm|202|624
mario(=D)|1648|4993
mario|NONE|NONE
mario_airship|564|1733
mario_airship2|451|1418
mario_world_melee|274|896
masketduo.School_Hammer|838|2356
masketduo.Tribute1|NONE|NONE
master_exploder-no-weapons|360|1128
master_exploder5|360|1128
master_exploder5c|400|1272
max13|1289|3855
mazepack|NONE|NONE
me_natana|NONE|NONE
mercury|NONE|NONE
metroid_tourian|790|2306
midnight_battel_we1.2|294|935
mikeyIV|1825|5604
miopy6|NONE|NONE
mk_I|NONE|NONE
mo_factory|NONE|NONE
mo_factory_1_ng|NONE|NONE
mono|484|1458
monsterrain|220|636
moon|NONE|NONE
moonlight|216|672
morninghills|178|540
mount|440|1069
movie12|64|154
movie4|838|2471
mvtwctf02|514|1659
mvtwdm01|286|890
mvtwdm04|486|1552
mvtwdm05|202|648
nalr_II|1368|4039
nameless|246|756
nameless14|436|1318
nami_foppl_|926|2709
naruto|2430|7169
nds_dhopeless|552|1583
nds_piiko_beta1|1169|3495
nds_piiko_beta2|1199|3591
nds_supremacy_beta2|980|3025
neu|NONE|NONE
neverlandctf1|544|1690
new map|1135|3321
newyear2018|366|989
nico3|NONE|NONE
ninja 2|925|2814
ninja_1|921|2795
nodes1_beta3|628|1931
nodes_sunlitForest|NONE|NONE
noobblocker|254|660
not sure what im doing here|277|865
nside6|428|1340
nub-and-bee-ified|NONE|NONE
ok|NONE|NONE
p1|536|1544
paramour|NONE|NONE
payload1|NONE|NONE
pequeno|244|770
pichummy|455|1291
pinkness|NONE|NONE
piramid|NONE|NONE
pirates+_double|538|1714
pirates|414|1286
pirates3|722|2147
pirates_v1|402|1250
plantii_1tile|92|240
pls12|392|1226
plvlCtf5|768|2259
premskin|24|41
pro-ninja-I|1643|4588
pro6_dm|464|1420
prohookworld|1947|5357
project_om|303|937
puzl|701|2117
qLexx_2|1234|3238
quik|586|1650
qwe_spring|1763|5288
r2|801|2332
r_h5|NONE|NONE
r_hookskill|620|1782
r_recall|373|1180
rai|NONE|NONE
random11__6232bbc|202|648
rctf2a|444|1416
redblue3|702|2142
resurrection_beta1|348|1034
retee2|501|1573
rettez3|NONE|NONE
rf4ctf|190|638
rf4dm|190|638
rf5ctf|190|638
rh_hyperjump|218|592
round_jungle_3|136|436
round_mogli|253|749
round_right_round|190|568
run-nyz3|355|1012
run-prototypproleten|156|414
run-souvenir|256|716
run-wurst|100|254
run.junglenight|724|2191
run5|266|780
rx_ctf2|140|432
rx_mario|184|552
s|NONE|NONE
safari|748|2306
salam III|913|2422
school|1043|2756
sdafwaet4a56a65a56ae57a7a47|NONE|NONE
sheratus-frezze1|843|2389
simple city|322|819
sis-swampy|384|1226
sis|384|1226
skillz_4|2362|7029
skillz_6|1666|4511
skinner3|1167|3368
skull|NONE|NONE
skyblock2.0a|1093|3240
skynet|948|2849
skynet2|1104|3310
skynet3|1391|4075
skynet4|1043|3067
skynet5|1344|3955
skynet6|2076|5558
skynet7|1433|4345
skynet8|1289|3713
skynet9_1|2069|5846
skynet_4|1054|3098
skynet_compilation|3450|10239
skynet_compilation_1-2|2065|6176
skynet_compilation_1-3|NONE|NONE
skype_(mstutel1)|NONE|NONE
skysmashdex|440|1386
slope_space|NONE|NONE
slow|755|2271
sm_mario|264|816
small_boredom|1044|3180
smbyy|608|1718
smoke4|1406|3994
snowfield2.4.2|192|530
snowman@mountains|236|722
soki7|3669|6351
speedrun.itee t|154|444
spiral|107|105
square|2478|6818
ssendaM|NONE|NONE
stadt|989|2980
stay_long|224|480
steff I fastcap|689|2006
stone_hell|584|1669
streetwars|1615|4696
strk|NONE|NONE
structure|823|2451
summercatch|779|2365
sunnyday|1089|3377
sw05|200|624
swampy|384|1226
swingin|NONE|NONE
t-a-maze-ing_r.2|NONE|NONE
t|176|506
tago III|1831|5620
td_hammer|522|1612
tdm_Heey|190|590
team|686|1879
teecity|578|1545
teefither.ictf|894|2838
teeknight_dm|1023|2940
teelegend2 - the search|NONE|NONE
teepark|2076|6243
teeparkvlad8|1783|5131
teeparkvladhf|297|874
teesports|1654|5041
teeworlds_forever|362|1047
teutonic|242|792
the_unreal_tournament.ctf|1117|3315
thepit|38|108
theshire|NONE|NONE
thislithwithmyth|75|213
thislithwithsythismyth|287|870
tm|1476|4401
ton|NONE|NONE
toto|213|606
tough way 2|NONE|NONE
tower-defence|1435|4396
tower|NONE|NONE
tp|NONE|NONE
tr2|NONE|NONE
train|263|756
trial|NONE|NONE
tricky_mountain_reloaded_dm|423|1311
tropical|366|1057
tryhard3|1221|3648
tsts2|1128|3418
ttt_small|208|672
tw_assault_beta|275|820
twin towers|1269|3782
uhm|668|1929
underice_4|560|1813
unknown1|NONE|NONE
verybig|18|47
volleyball_w|54|146
w001|558|1594
wLvL-DM|276|842
waterjump|280|848
white|1775|4908
white_two|578|1553
wild1|176|512
winterday|118|385
wolkenland|127|378
world_on_water|304|978
worlds23|NONE|NONE
worp|2447|6308
x-short1.2|48|124
x17|1724|5090
xDTx_2Parts|651|2061
xPanic-Castle|1107|3111
x_X4|419|1238
xctf1_a1|874|2715
xmas|386|1063
xmas_lost|650|1874
xszz-iv|410|1140
xyz|928|2823
xyz_2|896|2727
xyz_EliteBlockers_by_Malte330|1043|3148
xyz_blocker|954|2893
xyz_blocker2|588|1522
xyz_blocker_dark|978|2971
xyz_blockwar by $ilber|440|1372
xyz_ddeace_pro_only|1117|3261
xyz_hallo-b|667|1983
xyz_loli|NONE|NONE
xyz_mod2|916|2750
xyz_noadmin|902|2739
xyz_winter2|902|2739
z-01-maze|NONE|NONE
zCTF5|834|2561
zChaos7|343|1048
zChaos7_BF|381|1149
zDm2|761|2354
zEsc|1081|3170
zEsc_1|NONE|NONE
ze_Gold Rush|NONE|NONE
ze_hotel|771|2324
ze_jungle|NONE|NONE
ze_jungle1|NONE|NONE
ze_jungle12|NONE|NONE
ze_selva|951|2950
ze_timeout|NONE|NONE
zm1|446|1356
zp_castle|1250|3818
zp_desert|705|2125
zp_zippo|1309|3716
zt-II-02|1313|3954
zt-XI|741|2232
zt-dm2|761|2354
zt-ix|516|1243
zt-x-alpha|2414|6936
zt-xv|NONE|NONE
zt4|490|1459
ztf5|790|2351
ztr-I|731|2249
zuka-teemo|985|3068
zumarc1|2791|8247
